@id,rdf:type{URIRef},rdfs:comment{Literal},rdfs:label{Literal}
survol:CallsFaultedPerSecond,rdf:Property,The number of calls to this endpoint that returned faults per second. http://go.microsoft.com/fwlink/?LinkId=222647,CallsFaultedPerSecond
survol:CallsOutstanding,rdf:Property,The number of calls to this endpoint that are in progress. http://go.microsoft.com/fwlink/?LinkId=222643,CallsOutstanding
survol:CallsPerSecond,rdf:Property,The number of calls to this endpoint per second. http://go.microsoft.com/fwlink/?LinkId=222642,CallsPerSecond
survol:Capabilities,rdf:Property,"The Capabilities property defines chip level compatibility for the serial controller.  Therefore, this property describes the buffering and other capabilities of the serial controller, that may be inherent in the chip hardware. The property is an enumerated integer.",Capabilities
survol:CapabilityDescriptions,rdf:Property,"An array of free-form strings providing more detailed explanations for any of the serial controller features indicated in the Capabilities array. Note, each entry of this array is related to the entry in the Capabilities array that is located at the same index.",CapabilityDescriptions
survol:Capacity,rdf:Property,"The Capacity property indicates in bytes, the size of the volume.",Capacity
survol:CapacityMultiplier,rdf:Property,The CapacityMultiplier property contains the multiplication factor of the Design Capacity value to ensure that the milliwatt hour value does not overflow for Smart Battery Data Specification (SBDS) implementations.,CapacityMultiplier
survol:Caption,rdf:Property,A short textual description (one-line string) for the FRU.,Caption
survol:CascadingabortsPersec,rdf:Property,"The number of transactions that rolled back to due a commit dependency rollback (on average), per second.",CascadingabortsPersec
survol:CasePreserved,rdf:Property,Indicates that the case of file names are preserved.,CasePreserved
survol:CaseSensitive,rdf:Property,Indicates that case sensitive file names are supported.,CaseSensitive
survol:Category,rdf:Property,Specifies a subcategory for this event. This subcategory is source specific.,Category
survol:CategoryId,rdf:Property,The CategoryId property indicates a GUID for this component category.,CategoryId
survol:CategoryString,rdf:Property,Specifies the translation of the subcategory. The translation is source specific.,CategoryString
survol:ChangedDocuments,rdf:Property,Documents which have changed since the last crawl,ChangedDocuments
survol:ChannelId,rdf:Property,ID of the channel where the product was installed from.,ChannelId
survol:ChannelTiming,rdf:Property,"DMA channel timing.  For example, ""Type A"" (value =4) or ""Type F"" (6) could be specified.",ChannelTiming
survol:ChannelUri,rdf:Property,URI or path to the channel manifest to use for updates.,ChannelUri
survol:Channels,rdf:Property,This counter displays the total number of remoting channels registered across all AppDomains since the start of the application. Channels are used to transport messages to and from remote objects.,Channels
survol:CharSetsSupported,rdf:Property,"Identifies the available character sets for the output of text related to managing the Printer. Strings provided in this property should conform to the semantics and syntax specified by section 4.1.2 (""Charset parameter"") in RFC 2046 (MIME Part 2) and contained in the IANA character-set registry. Examples include ""utf-8"", ""us-ascii"" and ""iso-8859-1"".",CharSetsSupported
survol:CharacteristicDescriptions,rdf:Property,"An array of free-form strings providing more detailed explanations for any of the BIOS features indicated in the Characteristics array. Note, each entry of this array is related to the entry in the Characteristics array that is located at the same index.",CharacteristicDescriptions
survol:Characteristics,rdf:Property,"An array of integers that specify the features supported by the BIOS. For example, one can specify that PnP capabilities are provided (value=9) or that infrared devices are supported (21). The value, 3, is not valid in the CIM schema since in DMI it represents that no BIOS features are supported. In this case, this object should not be instantiated.",Characteristics
survol:ChassisBootupState,rdf:Property,The ChassisBootupState property indicates the enclosure's bootup state.,ChassisBootupState
survol:ChassisSKUNumber,rdf:Property,Number of null-terminated string describing the chassis or enclosure SKU number,ChassisSKUNumber
survol:ChassisTypes,rdf:Property,"An enumerated, integer-valued array indicating the type of chassis.",ChassisTypes
survol:Check,rdf:Property,No description for property:Check,Check
survol:CheckID,rdf:Property,An identifier used in conjunction with other keys to uniquely identify the check,CheckID
survol:CheckMode,rdf:Property," The CheckMode property is used to indicate whether the condition is  expected to exist or not exist in the environment.  When the value is True, the condition is expected to exist  (e.g., a file is expected to be on a system) so invoke() is expected to  return True.  When the value is False, the condition is not expect to exist  (e.g., a file is not to be on a system) so invoke is expected to return false ",CheckMode
survol:CheckPoint,rdf:Property,"The CheckPoint property specifies a value that the service increments periodically to report its progress during a lengthy start, stop, pause, or continue operation. For example, the service should increment this value as it completes each step of its initialization when it is starting up. The user interface program that invoked the operation on the service uses this value to track the progress of the service during a lengthy operation. This value is not valid and should be zero when the service does not have a start, stop, pause, or continue operation pending.",CheckPoint
survol:CheckSum,rdf:Property, The Checksum property is a checksum calculated as the 16-bit  sum of the first 32 bytes of the file.,CheckSum
survol:CheckType,rdf:Property,This specifies the way the setting value should be compared.,CheckType
survol:Checkpointlatency100ns,rdf:Property,Total time needed to process checkpoints while holding exclusive locks in 100 ns,Checkpointlatency100ns
survol:Checkpointlatency100ns_Base,rdf:Property,,Checkpointlatency100ns_Base
survol:CheckpointpagesPersec,rdf:Property,Number of pages flushed by checkpoint or other operations that require all dirty pages to be flushed.,CheckpointpagesPersec
survol:CheckpointsClosed,rdf:Property,Count of checkpoints closed done by online agent,CheckpointsClosed
survol:CheckpointsCompleted,rdf:Property,Count of checkpoints processed by offline checkpoint thread,CheckpointsCompleted
survol:CheckpointsPersec,rdf:Property,Number of checkpoints per second,CheckpointsPersec
survol:Chemistry,rdf:Property,An enumeration that describes the battery's chemistry.,Chemistry
survol:ClassCode,rdf:Property,Indicates the USB class code.,ClassCode
survol:ClassGuid,rdf:Property,The ClassGuid property contains the Globally Unique Identifier (GUID) that uniquely identifies this Plug and Play device.,ClassGuid
survol:ClassName,rdf:Property,String containing the name of the class for which instances are desired.,ClassName
survol:ClassicACLConnections,rdf:Property,Number of Classic ACL connections,ClassicACLConnections
survol:ClassicACLbytesreadPersec,rdf:Property,Number of Classic ACL bytes read per second,ClassicACLbytesreadPersec
survol:ClassicACLbyteswrittenPersec,rdf:Property,Number of Classic ACL bytes written per second,ClassicACLbyteswrittenPersec
survol:ClassicACLwritecredits,rdf:Property,Number of Classic ACL write credits,ClassicACLwritecredits
survol:CleanBytes,rdf:Property,The number of bytes of the virtual disk that are clean.,CleanBytes
survol:CleanCount,rdf:Property,The number of slabs of the virtual disk that are clean.,CleanCount
survol:CleanWidSets,rdf:Property,Number of clean WidSets,CleanWidSets
survol:CleanerMedia,rdf:Property,Boolean indicating that the physical media is used for cleaning purposes and not data storage.,CleanerMedia
survol:Client,rdf:Property,No description for property:Client,Client
survol:ClientAccessible,rdf:Property,The ClientAccessible property is indicates whether the shadow copy was created by the Windows Previous Versions component.,ClientAccessible
survol:ClientApps,rdf:Property,The number of applications that are currently using telephony services.,ClientApps
survol:ClientLoadableCLSID,rdf:Property,"No WMI description for property ClientLoadableCLSID:(-2147352567, 'Exception occurred.', (0, 'SWbemQualifierSet', 'Not found ', None, 0, -2147217406), None)",ClientLoadableCLSID
survol:ClientMachineID,rdf:Property,The GUID that identifies a KMS client to a KMS host. The client includes this in requests it sends to the KMS.,ClientMachineID
survol:ClientSiteName,rdf:Property,"The ClientSiteName property indicates the name of the site where the domain controller is configured to be in. This value may be NULL if the site that the computer named by ComputerName cannot be found (for example, if the DS administrator has not associated the subnet that the computer is in with a valid site).",ClientSiteName
